,Column_1,Column_2,Column_3
4651,Cernovich,Cernovich,Tweet
4652,777bluefish777,RepLeeZeldin,Retweet
4653,RepLeeZeldin,RepLeeZeldin,Tweet
4654,NewsAt20,UltrascanMENA,Retweet
4655,UltrascanMENA,UltrascanMENA,Tweet
4656,kathy44425417,Cernovich,Retweet
4657,Cernovich,Cernovich,Tweet
4658,tejaschaos,jalen_drummond,Retweet
4659,jalen_drummond,jalen_drummond,Tweet
4660,LSager10,Cernovich,Retweet
4661,Cernovich,Cernovich,Tweet
4662,thebreaksong,NikkiHaley,Retweet
4663,NikkiHaley,NikkiHaley,Tweet
4664,UltrascanMENA,UltrascanMENA,Tweet
4665,patriot2808,Jereme45,Retweet
4666,Jereme45,Jereme45,Tweet
4667,SMUmairReble,HananyaNaftali,Retweet
4668,HananyaNaftali,HananyaNaftali,Tweet
4669,anjeleena_lee,Cernovich,Retweet
4670,Cernovich,Cernovich,Tweet
4671,Vernon2016,RepLeeZeldin,Retweet
4672,RepLeeZeldin,RepLeeZeldin,Tweet
4673,DevonGarbus,LouiseMensch,Reply
4674,DevonGarbus,AdamKinzinger,Reply
4675,DevonGarbus,NBCNews,Reply
4676,sassylassie2,RepLeeZeldin,Retweet
4677,RepLeeZeldin,RepLeeZeldin,Tweet
4678,RubyDo77888282,RepLeeZeldin,Retweet
4679,RepLeeZeldin,RepLeeZeldin,Tweet
4680,176sjp644,176sjp644,Tweet
4681,X2JMG,Cernovich,Retweet
4682,Cernovich,Cernovich,Tweet
4683,bigpoppajames4,Cernovich,Retweet
4684,Cernovich,Cernovich,Tweet
4685,thepetitejolie,Cernovich,Retweet
4686,Cernovich,Cernovich,Tweet
4687,LeighAn71480596,RepLeeZeldin,Retweet
4688,RepLeeZeldin,RepLeeZeldin,Tweet
4689,Kathyga40245561,HawleyMO,Retweet
4690,HawleyMO,HawleyMO,Tweet
4691,nadhjiia,Cernovich,Retweet
4692,Cernovich,Cernovich,Tweet
4693,B_Ross_M,Cernovich,Retweet
4694,Cernovich,Cernovich,Tweet
4695,Rebecca01281,RepLeeZeldin,Retweet
4696,RepLeeZeldin,RepLeeZeldin,Tweet
4697,LouisCy72344053,Cernovich,Retweet
4698,Cernovich,Cernovich,Tweet
4699,TweetHomeAlabma,Jereme45,Retweet
4700,Jereme45,Jereme45,Tweet
4701,jameelK60094344,euamiri,Retweet
4702,euamiri,euamiri,Tweet
4703,Patriot_1952,Patriot_1952,Tweet
4704,39JRMVolfan,Jereme45,Retweet
4705,Jereme45,Jereme45,Tweet
4706,AndrewPJBurns,Cernovich,Retweet
4707,Cernovich,Cernovich,Tweet
4708,DuckMaverick,Cernovich,Retweet
4709,Cernovich,Cernovich,Tweet
4710,dl_shanks,RepLeeZeldin,Retweet
4711,RepLeeZeldin,RepLeeZeldin,Tweet
4712,love_peace333,Cernovich,Retweet
4713,Cernovich,Cernovich,Tweet
4714,SRolantsson,Cernovich,Retweet
4715,Cernovich,Cernovich,Tweet
4716,LibertarianSeth,Cernovich,Retweet
4717,Cernovich,Cernovich,Tweet
4718,bjdcmom,RepLeeZeldin,Retweet
4719,RepLeeZeldin,RepLeeZeldin,Tweet
4720,Teresaph8,RepLeeZeldin,Retweet
4721,RepLeeZeldin,RepLeeZeldin,Tweet
4722,Tommando33,Cernovich,Retweet
4723,Cernovich,Cernovich,Tweet
4724,PM20210,newsmax,Retweet
4725,newsmax,newsmax,Tweet
4726,suzannehof,Cernovich,Retweet
4727,Cernovich,Cernovich,Tweet
4728,JulietJara7,RepLeeZeldin,Retweet
4729,RepLeeZeldin,RepLeeZeldin,Tweet
4730,jewl62,Jereme45,Retweet
4731,Jereme45,Jereme45,Tweet
4732,signsvisual,Cernovich,Retweet
4733,Cernovich,Cernovich,Tweet
4734,kenneth56580506,Jereme45,Retweet
4735,Jereme45,Jereme45,Tweet
4736,RoxieRoLo,HawleyMO,Retweet
4737,HawleyMO,HawleyMO,Tweet
4738,RJWolf6,RepLeeZeldin,Retweet
4739,RepLeeZeldin,RepLeeZeldin,Tweet
4740,MicheleWilson5,RepLeeZeldin,Retweet
4741,RepLeeZeldin,RepLeeZeldin,Tweet
4742,KLBCanfield,Cernovich,Retweet
4743,Cernovich,Cernovich,Tweet
4744,RoxieRoLo,HawleyMO,Retweet
4745,HawleyMO,HawleyMO,Tweet
4746,gabefaw,Cernovich,Retweet
4747,Cernovich,Cernovich,Tweet
4748,Jereme45,Jereme45,Tweet
4749,mlaurent20,Cernovich,Retweet
4750,Cernovich,Cernovich,Tweet
4751,DanaBougon,DanaBougon,Tweet
4752,evae1960,BreitbartNews,Retweet
4753,BreitbartNews,BreitbartNews,Tweet
4754,bruxie_,anaious,Retweet
4755,anaious,anaious,Tweet
4756,Jack_Dublin,Cernovich,Retweet
4757,Cernovich,Cernovich,Tweet
4758,Anaelena65Maria,Cernovich,Retweet
4759,Cernovich,Cernovich,Tweet
4760,Wisconajb,Cernovich,Retweet
4761,Cernovich,Cernovich,Tweet
4762,claflin34,RepLeeZeldin,Retweet
4763,RepLeeZeldin,RepLeeZeldin,Tweet
4764,artist_susie,RepLeeZeldin,Retweet
4765,RepLeeZeldin,RepLeeZeldin,Tweet
4766,NetHorn,RepLeeZeldin,Retweet
4767,RepLeeZeldin,RepLeeZeldin,Tweet
4768,genipoole,Cernovich,Retweet
4769,Cernovich,Cernovich,Tweet
4770,kdbramer,jalen_drummond,Retweet
4771,jalen_drummond,jalen_drummond,Tweet
4772,M00nShad0w,Cernovich,Retweet
4773,Cernovich,Cernovich,Tweet
4774,Brendag38323989,RepLeeZeldin,Retweet
4775,RepLeeZeldin,RepLeeZeldin,Tweet
4776,LivingT19135800,RepJasonCrow,Mention
4777,mAga88781115,RepLeeZeldin,Retweet
4778,RepLeeZeldin,RepLeeZeldin,Tweet
4779,GBarber826,RepLeeZeldin,Retweet
4780,RepLeeZeldin,RepLeeZeldin,Tweet
4781,friendpopkiki1,RepLeeZeldin,Retweet
4782,RepLeeZeldin,RepLeeZeldin,Tweet
4783,GonzoFarx,Cernovich,Retweet
4784,Cernovich,Cernovich,Tweet
4785,tabletennis891,Cernovich,Retweet
4786,Cernovich,Cernovich,Tweet
4787,Rondo31939730,Cernovich,Retweet
4788,Cernovich,Cernovich,Tweet
4789,jordanhailey,Cernovich,Retweet
4790,Cernovich,Cernovich,Tweet
4791,anieborden1,RepLeeZeldin,Retweet
4792,RepLeeZeldin,RepLeeZeldin,Tweet
4793,DebbraT,RepLeeZeldin,Retweet
4794,RepLeeZeldin,RepLeeZeldin,Tweet
4795,pattian44610430,Cernovich,Retweet
4796,Cernovich,Cernovich,Tweet
4797,cutler_bryant,ForeignPolicy,Retweet
4798,ForeignPolicy,ForeignPolicy,Tweet
4799,SillyMetsFan,Cernovich,Retweet
4800,Cernovich,Cernovich,Tweet
4801,coachjerry1733,RepLeeZeldin,Retweet
4802,RepLeeZeldin,RepLeeZeldin,Tweet
4803,alfrich_k,alfrich_k,Tweet
4804,JennTPDang,RepDLesko,Retweet
4805,RepDLesko,RepDLesko,Tweet
4806,BeeMorS17,Cernovich,Retweet
4807,Cernovich,Cernovich,Tweet
4808,MathPhysics3,Cernovich,Retweet
4809,Cernovich,Cernovich,Tweet
4810,iambrig,trcypollard,Retweet
4811,trcypollard,trcypollard,Tweet
4812,jllgraham,Cernovich,Retweet
4813,Cernovich,Cernovich,Tweet
4814,JayneJW,Cernovich,Retweet
4815,Cernovich,Cernovich,Tweet
4816,TroubledDays,dcexaminer,Retweet
4817,dcexaminer,dcexaminer,Tweet
4818,HercegovacUSA,DreamKrusherJay,Reply
4819,HercegovacUSA,CamMariotti,Reply
4820,HercegovacUSA,FoxNews,Reply
4821,ForeignPolicy,ForeignPolicy,Tweet
4822,foxnrox1,Cernovich,Retweet
4823,Cernovich,Cernovich,Tweet
4824,RuyAMartini,dsaRandR,Retweet
4825,dsaRandR,dsaRandR,Tweet
4826,times_army,sdcwatson_03,Retweet
4827,sdcwatson_03,sdcwatson_03,Tweet
4828,DeanCav,Cernovich,Retweet
4829,Cernovich,Cernovich,Tweet
4830,ThatOth56448703,Cernovich,Retweet
4831,Cernovich,Cernovich,Tweet
4832,CherriDs,CawthornforNC,Retweet
4833,CawthornforNC,CawthornforNC,Tweet
4834,NCStateWolfWolf,SpeakerPelosi,Mention
4835,AngieBakus,Cernovich,Retweet
4836,Cernovich,Cernovich,Tweet
4837,BustFreebooter,Cernovich,Retweet
4838,Cernovich,Cernovich,Tweet
4839,PsychoticGhost1,Cernovich,Retweet
4840,Cernovich,Cernovich,Tweet
4841,mah_bean,Cernovich,Retweet
4842,Cernovich,Cernovich,Tweet
4843,DLOmom1,Cernovich,Retweet
4844,Cernovich,Cernovich,Tweet
4845,HyangmiO,HomelandGOP,Retweet
4846,HomelandGOP,HomelandGOP,Tweet
4847,BobRmhenry1,BobRmhenry1,Retweet
4848,BobRmhenry1,BobRmhenry1,Tweet
4849,1776_Magic,Cernovich,Retweet
4850,Cernovich,Cernovich,Tweet
4851,Primeirish,mikepompeo,Retweet
4852,mikepompeo,mikepompeo,Tweet
4853,FantauzziRuben,Cernovich,Retweet
4854,Cernovich,Cernovich,Tweet
4855,patriotic_cav,Cernovich,Retweet
4856,Cernovich,Cernovich,Tweet
4857,a_bezmenov,Cernovich,Retweet
4858,Cernovich,Cernovich,Tweet
4859,debweg23,Cernovich,Retweet
4860,Cernovich,Cernovich,Tweet
4861,Dxcisionzz,JohnRoby22,Reply
4862,Dxcisionzz,POTUS,Reply
4863,Wsswendy,Cernovich,Retweet
4864,Cernovich,Cernovich,Tweet
4865,truBatZion,Cernovich,Retweet
4866,Cernovich,Cernovich,Tweet
4867,beckypike34,Cernovich,Retweet
4868,Cernovich,Cernovich,Tweet
4869,denislcarvalho,Cernovich,Retweet
4870,Cernovich,Cernovich,Tweet
4871,Gert29929967,Cernovich,Retweet
4872,Cernovich,Cernovich,Tweet
4873,AngelForTrump1,Cernovich,Retweet
4874,Cernovich,Cernovich,Tweet
4875,degoranch2,Cernovich,Retweet
4876,Cernovich,Cernovich,Tweet
4877,MadeInTheUSANJ,mtgreenee,Reply
4878,Ruthie97003325,Cernovich,Retweet
4879,Cernovich,Cernovich,Tweet
4880,zetta1955rose,Cernovich,Retweet
4881,Cernovich,Cernovich,Tweet
4882,OdoyleCharlotte,selectedwisdom,Retweet
4883,selectedwisdom,selectedwisdom,Tweet
4884,ClubLang,Cernovich,Retweet
4885,Cernovich,Cernovich,Tweet
4886,Demand_Voter_Id,Cernovich,Retweet
4887,Cernovich,Cernovich,Tweet
4888,TinaLei42705710,Cernovich,Retweet
4889,Cernovich,Cernovich,Tweet
4890,ripkord9665,HawleyMO,Retweet
4891,HawleyMO,HawleyMO,Tweet
4892,CrappyJane,Cernovich,Retweet
4893,Cernovich,Cernovich,Tweet
4894,DirtyNastyLeg10,Cernovich,Retweet
4895,Cernovich,Cernovich,Tweet
4896,Scepter1Ras,Cernovich,Retweet
4897,Cernovich,Cernovich,Tweet
4898,TroyBenson,Cernovich,Retweet
4899,Cernovich,Cernovich,Tweet
4900,BuckeyeChico,Cernovich,Retweet
4901,Cernovich,Cernovich,Tweet
4902,Ruby3870,Cernovich,Retweet
4903,Cernovich,Cernovich,Tweet
4904,sdcwatson_03,sdcwatson_03,Tweet
4905,SteveSieger,bennyjohnson,Retweet
4906,bennyjohnson,bennyjohnson,Tweet
4907,MDTourist,Cernovich,Retweet
4908,Cernovich,Cernovich,Tweet
4909,Christi77929362,Cernovich,Retweet
4910,Cernovich,Cernovich,Tweet
4911,gigi419,Cernovich,Retweet
4912,Cernovich,Cernovich,Tweet
4913,pjmugs,jalen_drummond,Retweet
4914,jalen_drummond,jalen_drummond,Tweet
4915,sickofabsurdity,Cernovich,Retweet
4916,Cernovich,Cernovich,Tweet
4917,NodwellSheila,Cernovich,Retweet
4918,Cernovich,Cernovich,Tweet
4919,Lisa_anne66,Cernovich,Retweet
4920,Cernovich,Cernovich,Tweet
4921,JackWeb53085992,rrjr724,Reply
4922,JackWeb53085992,GolferGuy62,Reply
4923,JackWeb53085992,J_Innocente,Reply
4924,JackWeb53085992,cfellames1,Reply
4925,JackWeb53085992,joncoopertweets,Reply
4926,Mary91974857,HawleyMO,Retweet
4927,HawleyMO,HawleyMO,Tweet
4928,obai0071,Cernovich,Retweet
4929,Cernovich,Cernovich,Tweet
4930,coachb31ww,PolitiFact,Retweet
4931,PolitiFact,PolitiFact,Tweet
4932,SandraZzzz1,Cernovich,Retweet
4933,Cernovich,Cernovich,Tweet
4934,NoSurrender200,Cernovich,Retweet
4935,Cernovich,Cernovich,Tweet
4936,TaranehRaki,mikepompeo,Retweet
4937,mikepompeo,mikepompeo,Tweet
4938,DefundTheGOP101,HawleyMO,Retweet
4939,HawleyMO,HawleyMO,Tweet
4940,QuantumPeace,Cernovich,Retweet
4941,Cernovich,Cernovich,Tweet
4942,RuthWil11640944,Cernovich,Retweet
4943,Cernovich,Cernovich,Tweet
4944,Jellies19,Cernovich,Retweet
4945,Cernovich,Cernovich,Tweet
4946,killingbeillin,killingbeillin,Tweet
4947,AlleyoffSixth,Cernovich,Retweet
4948,Cernovich,Cernovich,Tweet
4949,MikaylaPilar,Cernovich,Retweet
4950,Cernovich,Cernovich,Tweet
4951,LuzanoB,LuzanoB,Tweet
4952,Celesteverdade,Cernovich,Retweet
4953,Cernovich,Cernovich,Tweet
4954,straight2crypto,Cernovich,Retweet
4955,Cernovich,Cernovich,Tweet
4956,grantyperks333,jalen_drummond,Retweet
4957,jalen_drummond,jalen_drummond,Tweet
4958,Charlot1949,HawleyMO,Retweet
4959,HawleyMO,HawleyMO,Tweet
4960,Salosso,Cernovich,Retweet
4961,Cernovich,Cernovich,Tweet
4962,deniseg98581384,Cernovich,Retweet
4963,Cernovich,Cernovich,Tweet
4964,Dianeykel120191,Cernovich,Retweet
4965,Cernovich,Cernovich,Tweet
4966,TLGLG,Cernovich,Retweet
4967,Cernovich,Cernovich,Tweet
4968,_BullishApe,Cernovich,Retweet
4969,Cernovich,Cernovich,Tweet
4970,alvarez_nimer,mikepompeo,Retweet
4971,mikepompeo,mikepompeo,Tweet
4972,Insaneisntit,Cernovich,Retweet
4973,Cernovich,Cernovich,Tweet
4974,SFreemanVA,Cernovich,Retweet
4975,Cernovich,Cernovich,Tweet
4976,DravenS17,Cernovich,Retweet
4977,Cernovich,Cernovich,Tweet
4978,BeckyBBCR,Cernovich,Retweet
4979,Cernovich,Cernovich,Tweet
4980,paula_sharp,selectedwisdom,Retweet
4981,selectedwisdom,selectedwisdom,Tweet
4982,TimTimhalter1,Cernovich,Retweet
4983,Cernovich,Cernovich,Tweet
4984,LisaMeeker1,jalen_drummond,Retweet
4985,jalen_drummond,jalen_drummond,Tweet
4986,authentic_mikep,Cernovich,Retweet
4987,Cernovich,Cernovich,Tweet
4988,Broke4Go,Cernovich,Retweet
4989,Cernovich,Cernovich,Tweet
4990,MTymchuck,Cernovich,Retweet
4991,Cernovich,Cernovich,Tweet
4992,PDawn30056007,Cernovich,Retweet
4993,Cernovich,Cernovich,Tweet
4994,xoxoiamnotwrong,Cernovich,Retweet
4995,Cernovich,Cernovich,Tweet
4996,RobertMissen1,Cernovich,Retweet
4997,Cernovich,Cernovich,Tweet
4998,GIJoeS916,Cernovich,Retweet
4999,Cernovich,Cernovich,Tweet
5000,JoseBer68072189,mikepompeo,Retweet
5001,mikepompeo,mikepompeo,Tweet
5002,JayPeeBeenDat,LiquiFyy,Retweet
5003,LiquiFyy,LiquiFyy,Tweet
5004,VoiceOfStentor,jalen_drummond,Retweet
5005,jalen_drummond,jalen_drummond,Tweet
5006,mdubowitz,mdubowitz,Tweet
5007,Bluesky31051549,mikepompeo,Retweet
5008,mikepompeo,mikepompeo,Tweet
5009,AnnaKMaassel,Cernovich,Retweet
5010,Cernovich,Cernovich,Tweet
5011,jalen_drummond,jalen_drummond,Tweet
5012,WeDidItOnce,Cernovich,Retweet
5013,Cernovich,Cernovich,Tweet
5014,imrankhanptifs,imrankhanptifs,Tweet
5015,Rebbacaprice,bennyjohnson,Retweet
5016,bennyjohnson,bennyjohnson,Tweet
5017,anjcc6,Cernovich,Retweet
5018,Cernovich,Cernovich,Tweet
5019,mug_modnar,bennyjohnson,Retweet
5020,bennyjohnson,bennyjohnson,Tweet
5021,Allthesamepeop1,Abulinixish,Reply
5022,Allthesamepeop1,rgodwin11,Reply
5023,Allthesamepeop1,MorlockMorlock,Reply
5024,Allthesamepeop1,GOPoversight,Reply
5025,Allthesamepeop1,POTUS,Reply
5026,blemons38_j,5kids89,Retweet
5027,5kids89,5kids89,Tweet
5028,naive260817,NikkiHaley,Retweet
5029,NikkiHaley,NikkiHaley,Tweet
5030,anjcc6,Cernovich,Retweet
5031,Cernovich,Cernovich,Tweet
5032,SoniCubed,STEPHMHAMILL,Retweet
5033,STEPHMHAMILL,STEPHMHAMILL,Tweet
5034,LiquiFyy,DaYz7eD,Reply
5035,BigGeo861,Cernovich,Retweet
5036,Cernovich,Cernovich,Tweet
5037,cantweallgetong,HDollyness,Reply
5038,cantweallgetong,sjwflying,Reply
5039,cantweallgetong,BostonMMAGuy,Reply
5040,cantweallgetong,JackPosobiec,Reply
5041,dsaRandR,dsaRandR,Tweet
5042,DawgOfLaw,BobRmhenry1,Retweet
5043,BobRmhenry1,BobRmhenry1,Tweet
5044,HappyInTheUSA1,Cernovich,Retweet
5045,Cernovich,Cernovich,Tweet
5046,dcg1114,billscher,Reply
5047,AimeeAlbrecht9,esther4congress,Retweet
5048,esther4congress,esther4congress,Tweet
5049,LzARY45aAHtyRTr,mikepompeo,Retweet
5050,mikepompeo,mikepompeo,Tweet
5051,mschurger,glennbeck,Retweet
5052,glennbeck,glennbeck,Tweet
5053,Jesusuramazing,WayneDupreeShow,Retweet
5054,WayneDupreeShow,WayneDupreeShow,Tweet
5055,4evrBrownNProud,TheFirstonTV,Retweet
5056,TheFirstonTV,TheFirstonTV,Tweet
5057,WhiteZmrw5,Cernovich,Retweet
5058,Cernovich,Cernovich,Tweet
5059,1325Adams,CNNSitRoom,Retweet
5060,CNNSitRoom,CNNSitRoom,Tweet
5061,BenedictMPWhite,Cernovich,Retweet
5062,Cernovich,Cernovich,Tweet
5063,B_J_Davis,Cernovich,Retweet
5064,Cernovich,Cernovich,Tweet
5065,alebetm,mikepompeo,Retweet
5066,mikepompeo,mikepompeo,Tweet
5067,madelinem712,SteveHiltonx,Retweet
5068,SteveHiltonx,SteveHiltonx,Tweet
5069,Guardian_Elite,WayneDupreeShow,Retweet
5070,WayneDupreeShow,WayneDupreeShow,Tweet
5071,c8kin4,JacksonLahmeyer,Retweet
5072,JacksonLahmeyer,JacksonLahmeyer,Tweet
5073,rickmoore1968,lawyer4laws,Retweet
5074,lawyer4laws,lawyer4laws,Tweet
5075,Ktmiller79,Cernovich,Retweet
5076,Cernovich,Cernovich,Tweet
5077,acaldwellwsj,benpershing,Retweet
5078,benpershing,benpershing,Tweet
5079,AngieDenise18,CawthornforNC,Retweet
5080,CawthornforNC,CawthornforNC,Tweet
5081,MarcBrody12,ArcieriJohn,Reply
5082,Daddio_7,Cernovich,Retweet
5083,Cernovich,Cernovich,Tweet
5084,scott_lauher,Cernovich,Retweet
5085,Cernovich,Cernovich,Tweet
5086,LahomaChoke,Cernovich,Retweet
5087,Cernovich,Cernovich,Tweet
5088,LinnieL7,richsignorelli,Reply
5089,LinnieL7,CNN,Reply
5090,BarbaraFrea,WayneDupreeShow,Retweet
5091,WayneDupreeShow,WayneDupreeShow,Tweet
5092,Lisa43018757,Cernovich,Retweet
5093,Cernovich,Cernovich,Tweet
5094,GroupGault,Cernovich,Retweet
5095,Cernovich,Cernovich,Tweet
5096,EllisLynn18,WayneDupreeShow,Retweet
5097,WayneDupreeShow,WayneDupreeShow,Tweet
5098,NaviIpob,HananyaNaftali,Retweet
5099,HananyaNaftali,HananyaNaftali,Tweet
5100,twanya,indy_americans,Retweet
5101,indy_americans,indy_americans,Tweet
5102,johnnyrwhitsett,HawleyMO,Retweet
5103,HawleyMO,HawleyMO,Tweet
5104,Bridge2Freedom,WayneDupreeShow,Retweet
5105,WayneDupreeShow,WayneDupreeShow,Tweet
5106,liquorose15,mikepompeo,Retweet
5107,mikepompeo,mikepompeo,Tweet
5108,TrkrSuper,Cernovich,Retweet
5109,Cernovich,Cernovich,Tweet
5110,stuffinghead,mongotooz,Reply
5111,stuffinghead,seanhannity,Reply
5112,AfghanistanNad,TheFirstonTV,Retweet
5113,TheFirstonTV,TheFirstonTV,Tweet
5114,ajax9917,Cernovich,Retweet
5115,Cernovich,Cernovich,Tweet
5116,AliceBoyer13,Cernovich,Retweet
5117,Cernovich,Cernovich,Tweet
5118,ChiefsofMayhem,WayneDupreeShow,Retweet
5119,WayneDupreeShow,WayneDupreeShow,Tweet
5120,honey_and_figs,HawleyMO,Retweet
5121,HawleyMO,HawleyMO,Tweet
5122,stretch1,stretch1,Tweet
5123,NJCJR1979,hale_razor,Retweet
5124,hale_razor,hale_razor,Tweet
5125,MLAS,hale_razor,Retweet
5126,hale_razor,hale_razor,Tweet
5127,brownsugar7878,reesetheone1,Retweet
5128,reesetheone1,reesetheone1,Tweet
5129,lilchiva,hogtownserb,Reply
5130,lilchiva,VarangianSkull,Reply
5131,lilchiva,JimmyLevendia,Reply
5132,lilchiva,TankiesFTW,Reply
5133,lilchiva,PalimpsestMan,Reply
5134,lilchiva,_sean_n,Reply
5135,lilchiva,DerAchsenZeit,Reply
5136,lilchiva,saltaf01,Reply
5137,lilchiva,Le_Gaul,Reply
5138,Free_Con101,bennyjohnson,Retweet
5139,bennyjohnson,bennyjohnson,Tweet
5140,c8kin4,CoryMillsFL,Retweet
5141,CoryMillsFL,CoryMillsFL,Tweet
5142,resurgent,TheFirstonTV,Retweet
5143,TheFirstonTV,TheFirstonTV,Tweet
5144,LEEWEBB83455951,glennbeck,Retweet
5145,glennbeck,glennbeck,Tweet
5146,workingmomjd,zelda1427,Reply
5147,workingmomjd,lesapril66,Reply
5148,workingmomjd,gprinciple35,Reply
5149,workingmomjd,seanhannity,Reply
5150,torney_patricia,ghost_wales,Retweet
5151,ghost_wales,ghost_wales,Tweet
5152,pollard_tal,RepBrianMast,Retweet
5153,RepBrianMast,RepBrianMast,Tweet
5154,SaveAslave,Cernovich,Retweet
5155,Cernovich,Cernovich,Tweet
5156,lucky88duck,Cernovich,Retweet
5157,Cernovich,Cernovich,Tweet
5158,MichaelBarger1,Cernovich,Retweet
5159,Cernovich,Cernovich,Tweet
5160,Ivalla1128,HawleyMO,Retweet
5161,HawleyMO,HawleyMO,Tweet
5162,smartlyjoan,DailyRippleMag,Reply
5163,smartlyjoan,mmoverlook,Reply
5164,smartlyjoan,Jim_Jordan,Reply
5165,Dawne26307916,Cernovich,Retweet
5166,Cernovich,Cernovich,Tweet
5167,LeeLee54689633,HawleyMO,Retweet
5168,HawleyMO,HawleyMO,Tweet
5169,TheFirstonTV,generalkellogg,Mention
5170,WaltonLynn,Tbig48,Retweet
5171,Tbig48,Tbig48,Tweet
5172,itsallu49,RepMattGaetz,Retweet
5173,RepMattGaetz,RepMattGaetz,Tweet
5174,KarenSw38548457,WayneDupreeShow,Retweet
5175,WayneDupreeShow,WayneDupreeShow,Tweet
5176,Laurie710Lc,NextRevFNC,Retweet
5177,NextRevFNC,NextRevFNC,Tweet
5178,WayneDupreeShow,TPInsidr,Mention
5179,FDD,FDD,Tweet
5180,sandrabo2015,HawleyMO,Retweet
5181,HawleyMO,HawleyMO,Tweet
5182,AlmoRedpill,mikepompeo,Retweet
5183,mikepompeo,mikepompeo,Tweet
5184,cdaleinbasement,eyehvspoken,Reply
5185,cdaleinbasement,johncardillo,Reply
5186,shoaryan,RepVernonJones,Reply
5187,shoaryan,POTUS,Mention
5188,jlmason4,votevets,Retweet
5189,votevets,votevets,Tweet
5190,CliffShew,DineshDSouza,Retweet
5191,DineshDSouza,DineshDSouza,Tweet
5192,BritishHKGov,mikepompeo,Retweet
5193,mikepompeo,mikepompeo,Tweet
5194,RhondaM77106389,Cernovich,Retweet
5195,Cernovich,Cernovich,Tweet
5196,PhoeniX_TTG,HawleyMO,Retweet
5197,HawleyMO,HawleyMO,Tweet
5198,BasedNatCon,Cernovich,Retweet
5199,Cernovich,Cernovich,Tweet
5200,JSZ412,Cernovich,Retweet
5201,Cernovich,Cernovich,Tweet
5202,gaj724,votevets,Retweet
5203,votevets,votevets,Tweet
5204,MsCaliFox,votevets,Retweet
5205,votevets,votevets,Tweet
5206,EricksenCrystal,mikepompeo,Retweet
5207,mikepompeo,mikepompeo,Tweet
5208,Cap10RedEyes,Cap10RedEyes,Tweet
5209,EDMATIK,CawthornforNC,Retweet
5210,CawthornforNC,CawthornforNC,Tweet
5211,JustinH97072824,CawthornforNC,Retweet
5212,CawthornforNC,CawthornforNC,Tweet
5213,crystalbei1,newsmax,Retweet
5214,newsmax,newsmax,Tweet
5215,JoeHoz1,seancaseyshow,Retweet
5216,seancaseyshow,seancaseyshow,Tweet
5217,JohnSmi37440343,Cernovich,Retweet
5218,Cernovich,Cernovich,Tweet
5219,Alexxa1721,joshua_landis,Retweet
5220,joshua_landis,joshua_landis,Tweet
5221,RQPoliticalBlog,Cernovich,Retweet
5222,Cernovich,Cernovich,Tweet
5223,darmamar,Cernovich,Retweet
5224,Cernovich,Cernovich,Tweet
5225,WengerGina,StandForAmerica,Retweet
5226,StandForAmerica,StandForAmerica,Tweet
5227,DeniseB28480321,CoryMillsFL,Retweet
5228,CoryMillsFL,CoryMillsFL,Tweet
5229,anjeleena_lee,Cernovich,Retweet
5230,Cernovich,Cernovich,Tweet
5231,Nobull64yt,Nobull64yt,Tweet
5232,Brad_Doll,mikepompeo,Retweet
5233,mikepompeo,mikepompeo,Tweet
5234,HollyBee503,BretBaier,Reply
5235,SmallFederalGov,Cernovich,Retweet
5236,Cernovich,Cernovich,Tweet
5237,IvanVarela147,loujacobson,Retweet
5238,loujacobson,loujacobson,Tweet
5239,TheSkyDad,Cernovich,Retweet
5240,Cernovich,Cernovich,Tweet
5241,ctrunnals,ctrunnals,Tweet
5242,WelshGoodLife,MortonMania1,Reply
5243,WelshGoodLife,EileenLugo1,Reply
5244,WelshGoodLife,OneMarineSempFi,Reply
5245,WelshGoodLife,tuxlemons,Reply
5246,WelshGoodLife,MAGARebirth,Reply
5247,LadyPat18,DesertRiver,Retweet
5248,DesertRiver,DesertRiver,Tweet
5249,IntoPoliticsUSA,IntoPoliticsUSA,Tweet
5250,richgjaci,OANN,Reply
5251,richgjaci,CSinclairtv,Reply
5252,glenda2shoes,RepBrianMast,Retweet
5253,RepBrianMast,RepBrianMast,Tweet
5254,sassaparker,jjthepatriot,Retweet
5255,jjthepatriot,jjthepatriot,Tweet
5256,BeulahS94630108,ghost_wales,Retweet
5257,ghost_wales,ghost_wales,Tweet
5258,9911Rusty,Cernovich,Retweet
5259,Cernovich,Cernovich,Tweet
5260,lori_clydesdale,bennyjohnson,Retweet
5261,bennyjohnson,bennyjohnson,Tweet
5262,WakeUpAmericaDR,WakeUpAmericaDR,Tweet
5263,BWpXvj97mxE3ZzT,mikepompeo,Retweet
5264,mikepompeo,mikepompeo,Tweet
5265,GillinSC,DesertRiver,Retweet
5266,DesertRiver,DesertRiver,Tweet
5267,HumphreyPlough,Cernovich,Retweet
5268,Cernovich,Cernovich,Tweet
5269,joongkwang,jjthepatriot,Retweet
5270,jjthepatriot,jjthepatriot,Tweet
5271,__aafq,__aafq,Tweet
5272,cesarlaughs,RealBloepp,Retweet
5273,RealBloepp,RealBloepp,Tweet
5274,morgfair,selectedwisdom,Retweet
5275,selectedwisdom,selectedwisdom,Tweet
5276,Lhazelton54,bennyjohnson,Retweet
