,Column_1,Column_2,Column_3
4015,MindHunter800,ForeignPolicy,Retweet
4016,ForeignPolicy,ForeignPolicy,Tweet
4017,realBobStephens,Cernovich,Retweet
4018,Cernovich,Cernovich,Tweet
4019,KITKATZEROZERO,Jereme45,Retweet
4020,Jereme45,Jereme45,Tweet
4021,AngryPatriot556,Cernovich,Retweet
4022,Cernovich,Cernovich,Tweet
4023,SwanieJohn,Cernovich,Retweet
4024,Cernovich,Cernovich,Tweet
4025,lovegreece,Cernovich,Retweet
4026,Cernovich,Cernovich,Tweet
4027,viewfromnz,possum_oh,Reply
4028,viewfromnz,comgeek25,Reply
4029,viewfromnz,atrupar,Reply
4030,sgbrock,Cernovich,Retweet
4031,Cernovich,Cernovich,Tweet
4032,CRYPTOMAYHEM2,Cernovich,Retweet
4033,Cernovich,Cernovich,Tweet
4034,LoveOoooops,RepFranklin,Retweet
4035,RepFranklin,RepFranklin,Tweet
4036,lizzyandjuanito,Cernovich,Retweet
4037,Cernovich,Cernovich,Tweet
4038,Kryptolese,Cernovich,Retweet
4039,Cernovich,Cernovich,Tweet
4040,paloaltogreen2,Cernovich,Retweet
4041,Cernovich,Cernovich,Tweet
4042,vcanews_uk,vcanews_uk,Tweet
4043,kelicarender,Cernovich,Retweet
4044,Cernovich,Cernovich,Tweet
4045,2FaithOverFear,Cernovich,Retweet
4046,Cernovich,Cernovich,Tweet
4047,AtlassiTeresa,Cernovich,Retweet
4048,Cernovich,Cernovich,Tweet
4049,JanetPursley,anaious,Retweet
4050,anaious,anaious,Tweet
4051,alleycat18721,GOP,Retweet
4052,GOP,GOP,Tweet
4053,PHOKC06,StandForAmerica,Retweet
4054,StandForAmerica,StandForAmerica,Tweet
4055,briticoibb,CNN,Reply
4056,briticoibb,jaketapper,Mention
4057,lareux24,Cernovich,Retweet
4058,Cernovich,Cernovich,Tweet
4059,DomRusso49,Cernovich,Retweet
4060,Cernovich,Cernovich,Tweet
4061,Inferior_court_,JerryDunleavy,Retweet
4062,JerryDunleavy,JerryDunleavy,Tweet
4063,EROTHCJ5,EROTHCJ5,Tweet
4064,RebelRae13,JerryDunleavy,Retweet
4065,JerryDunleavy,JerryDunleavy,Tweet
4066,1SupremeGoddess,Cernovich,Retweet
4067,Cernovich,Cernovich,Tweet
4068,Skye47211892,RepFranklin,Retweet
4069,RepFranklin,RepFranklin,Tweet
4070,Sputtter,anaious,Retweet
4071,anaious,anaious,Tweet
4072,anonymossources,Cernovich,Retweet
4073,Cernovich,Cernovich,Tweet
4074,Wireshark777,Cernovich,Retweet
4075,Cernovich,Cernovich,Tweet
4076,bjzmom1,Cernovich,Retweet
4077,Cernovich,Cernovich,Tweet
4078,kkjhaw,Jereme45,Retweet
4079,Jereme45,Jereme45,Tweet
4080,pcapos,HawleyMO,Retweet
4081,HawleyMO,HawleyMO,Tweet
4082,krazyowl,Cernovich,Retweet
4083,Cernovich,Cernovich,Tweet
4084,MAGAlifeFL,Cernovich,Retweet
4085,Cernovich,Cernovich,Tweet
4086,meces29,CoryMillsFL,Retweet
4087,CoryMillsFL,CoryMillsFL,Tweet
4088,rollypoly31,RepFranklin,Retweet
4089,RepFranklin,RepFranklin,Tweet
4090,phaedraroxana,Gritty20202,Retweet
4091,Gritty20202,Gritty20202,Tweet
4092,LovelyGigi33,Cernovich,Retweet
4093,Cernovich,Cernovich,Tweet
4094,ClaudiusGage,Cernovich,Retweet
4095,Cernovich,Cernovich,Tweet
4096,Jaime17828526,Jereme45,Retweet
4097,Jereme45,Jereme45,Tweet
4098,abhi_knight00,AstralFlick,Reply
4099,abhi_knight00,BroN_809,Reply
4100,abhi_knight00,ACplusD,Reply
4101,abhi_knight00,GoodPoliticGuy,Reply
4102,hadigiorgio,CawthornforNC,Retweet
4103,CawthornforNC,CawthornforNC,Tweet
4104,Arvizu14Alex,Jereme45,Retweet
4105,Jereme45,Jereme45,Tweet
4106,Amaz07242674,Cernovich,Retweet
4107,Cernovich,Cernovich,Tweet
4108,chidao666,mikepompeo,Retweet
4109,mikepompeo,mikepompeo,Tweet
4110,leoajitkumar,TheLeoTerrell,Retweet
4111,TheLeoTerrell,TheLeoTerrell,Tweet
4112,cheryl_pehrson,Cernovich,Retweet
4113,Cernovich,Cernovich,Tweet
4114,SuperdadGrandad,Cernovich,Retweet
4115,Cernovich,Cernovich,Tweet
4116,deeannjohnston1,RepFranklin,Retweet
4117,RepFranklin,RepFranklin,Tweet
4118,EmilyC_MAGA,Cernovich,Retweet
4119,Cernovich,Cernovich,Tweet
4120,Trumpfan81,Cernovich,Retweet
4121,Cernovich,Cernovich,Tweet
4122,k_csportsfan,Cernovich,Retweet
4123,Cernovich,Cernovich,Tweet
4124,SenLauraWoods,Jereme45,Retweet
4125,Jereme45,Jereme45,Tweet
4126,c_dm1377,Jereme45,Retweet
4127,Jereme45,Jereme45,Tweet
4128,PennyWafford,CoryMillsFL,Retweet
4129,CoryMillsFL,CoryMillsFL,Tweet
4130,WeldtoWrite,Cernovich,Retweet
4131,Cernovich,Cernovich,Tweet
4132,DonnaHe88280700,mikepompeo,Retweet
4133,mikepompeo,mikepompeo,Tweet
4134,Minneauxtx,Cernovich,Retweet
4135,Cernovich,Cernovich,Tweet
4136,adam09446554,Cernovich,Retweet
4137,Cernovich,Cernovich,Tweet
4138,PoliticOverKill,HawleyMO,Retweet
4139,HawleyMO,HawleyMO,Tweet
4140,cdillard59,Cernovich,Retweet
4141,Cernovich,Cernovich,Tweet
4142,bkrichardson3,Cernovich,Retweet
4143,Cernovich,Cernovich,Tweet
4144,1776tamara,Cernovich,Retweet
4145,Cernovich,Cernovich,Tweet
4146,MikeTierno1,HawleyMO,Retweet
4147,HawleyMO,HawleyMO,Tweet
4148,UsaVaPatriot,Cernovich,Retweet
4149,Cernovich,Cernovich,Tweet
4150,Susaninlaguna,Cernovich,Retweet
4151,Cernovich,Cernovich,Tweet
4152,odd_anomaly,Cernovich,Retweet
4153,Cernovich,Cernovich,Tweet
4154,BeardJudas,Cernovich,Retweet
4155,Cernovich,Cernovich,Tweet
4156,chanmaru90,RepFranklin,Retweet
4157,RepFranklin,RepFranklin,Tweet
4158,jonesca100,Jereme45,Retweet
4159,Jereme45,Jereme45,Tweet
4160,Patrici62886213,Cernovich,Retweet
4161,Cernovich,Cernovich,Tweet
4162,Jeffdhutch4,RepLeeZeldin,Retweet
4163,RepLeeZeldin,RepLeeZeldin,Tweet
4164,KarneyO17,Cernovich,Retweet
4165,Cernovich,Cernovich,Tweet
4166,johnbond7776,johnbond7776,Tweet
4167,GinnyMcCaffer,RepLeeZeldin,Retweet
4168,RepLeeZeldin,RepLeeZeldin,Tweet
4169,akteddybear1,Patrick72655674,Retweet
4170,Patrick72655674,Patrick72655674,Tweet
4171,jakeshieldsajj,Cernovich,Retweet
4172,Cernovich,Cernovich,Tweet
4173,lisalunu,RepFranklin,Retweet
4174,RepFranklin,RepFranklin,Tweet
4175,Willowinski,Cernovich,Retweet
4176,Cernovich,Cernovich,Tweet
4177,AlphonsoBedoya,Jereme45,Retweet
4178,Jereme45,Jereme45,Tweet
4179,PresElectTracy,Jereme45,Retweet
4180,Jereme45,Jereme45,Tweet
4181,psykkrome,phoenixesrise,Reply
4182,psykkrome,itsJeffTiedrich,Reply
4183,psykkrome,TuckerCarlson,Reply
4184,JeriTorrance,mikepompeo,Retweet
4185,mikepompeo,mikepompeo,Tweet
4186,WWB22,RepFranklin,Retweet
4187,RepFranklin,RepFranklin,Tweet
4188,ann223323,Cernovich,Retweet
4189,Cernovich,Cernovich,Tweet
4190,Sob916,repdarrellissa,Retweet
4191,repdarrellissa,repdarrellissa,Tweet
4192,carrieholmesB,Cernovich,Retweet
4193,Cernovich,Cernovich,Tweet
4194,MarierCynthia,RepLeeZeldin,Retweet
4195,RepLeeZeldin,RepLeeZeldin,Tweet
4196,JasonWhiteMusic,HawleyMO,Retweet
4197,HawleyMO,HawleyMO,Tweet
4198,Michael84299309,Jereme45,Retweet
4199,Jereme45,Jereme45,Tweet
4200,Kwhale333,Cernovich,Retweet
4201,Cernovich,Cernovich,Tweet
4202,JonBird67947709,RonnyJacksonTX,Retweet
4203,RonnyJacksonTX,RonnyJacksonTX,Tweet
4204,SmithnW3,Cernovich,Retweet
4205,Cernovich,Cernovich,Tweet
4206,suziejoh,RepFranklin,Retweet
4207,RepFranklin,RepFranklin,Tweet
4208,nocbc,RepFranklin,Retweet
4209,RepFranklin,RepFranklin,Tweet
4210,jwtaipale,mikepompeo,Retweet
4211,mikepompeo,mikepompeo,Tweet
4212,PiperR3800,Cernovich,Retweet
4213,Cernovich,Cernovich,Tweet
4214,Patrick72655674,Patrick72655674,Tweet
4215,wilsonbigsis,Cernovich,Retweet
4216,Cernovich,Cernovich,Tweet
4217,schuchardt_ron,RepLeeZeldin,Retweet
4218,RepLeeZeldin,RepLeeZeldin,Tweet
4219,veer_chauhan13,michaelgwaltz,Retweet
4220,michaelgwaltz,michaelgwaltz,Tweet
4221,J38681378,Cernovich,Retweet
4222,Cernovich,Cernovich,Tweet
4223,ClarkCardone,Cernovich,Retweet
4224,Cernovich,Cernovich,Tweet
4225,BookofAEGIS,Cernovich,Retweet
4226,Cernovich,Cernovich,Tweet
4227,sinali,DefenseBaron,Retweet
4228,DefenseBaron,DefenseBaron,Tweet
4229,MillsForFlorida,MillsForFlorida,Retweet
4230,MillsForFlorida,MillsForFlorida,Tweet
4231,tejie09,Ayaan,Retweet
4232,Ayaan,Ayaan,Tweet
4233,ballance_polly,Cernovich,Retweet
4234,Cernovich,Cernovich,Tweet
4235,GERALYNDOSSAN,Cernovich,Retweet
4236,Cernovich,Cernovich,Tweet
4237,Tao4mind123,Tao4mind123,Tweet
4238,Andy_1776USA,bennyjohnson,Retweet
4239,bennyjohnson,bennyjohnson,Tweet
4240,RLury,GordonGChang,Reply
4241,RLury,tperkins,Reply
4242,RLury,FRCdc,Reply
4243,Marble300,Cernovich,Retweet
4244,Cernovich,Cernovich,Tweet
4245,ThatDavidShow,RepFranklin,Retweet
4246,RepFranklin,RepFranklin,Tweet
4247,Golyk,Cernovich,Retweet
4248,Cernovich,Cernovich,Tweet
4249,lilith_payne,Jereme45,Retweet
4250,Jereme45,Jereme45,Tweet
4251,LT07739737,Jereme45,Retweet
4252,Jereme45,Jereme45,Tweet
4253,LilyZha14628400,mikepompeo,Retweet
4254,mikepompeo,mikepompeo,Tweet
4255,Lvreagan,Cernovich,Retweet
4256,Cernovich,Cernovich,Tweet
4257,yapphenghui,Cernovich,Retweet
4258,Cernovich,Cernovich,Tweet
4259,BingoMandino,Cernovich,Retweet
4260,Cernovich,Cernovich,Tweet
4261,k007jnk,Ayeleh,Retweet
4262,Ayeleh,Ayeleh,Tweet
4263,HyangmiO,CNNSitRoom,Retweet
4264,CNNSitRoom,CNNSitRoom,Tweet
4265,lemonblend1960,Jereme45,Retweet
4266,Jereme45,Jereme45,Tweet
4267,UnderMyPalm,UnderMyPalm,Tweet
4268,brendabolen,kimspence,Retweet
4269,kimspence,kimspence,Tweet
4270,unitedwesttand,NikkiHaley,Retweet
4271,NikkiHaley,NikkiHaley,Tweet
4272,proverbs14_15,Cernovich,Retweet
4273,Cernovich,Cernovich,Tweet
4274,kimspence,kimspence,Tweet
4275,sunnyand73insd1,Cernovich,Retweet
4276,Cernovich,Cernovich,Tweet
4277,jgolden8,NatalieJHarp,Retweet
4278,NatalieJHarp,NatalieJHarp,Tweet
4279,Brandyjb6,Jereme45,Retweet
4280,Jereme45,Jereme45,Tweet
4281,1CarlFredricks,Cernovich,Retweet
4282,Cernovich,Cernovich,Tweet
4283,HarishRev,ForeignPolicy,Retweet
4284,ForeignPolicy,ForeignPolicy,Tweet
4285,Tanner_Duryea23,Cernovich,Retweet
4286,Cernovich,Cernovich,Tweet
4287,mattyjets,1stevestephens,Reply
4288,mattyjets,realNick1st,Reply
4289,mattyjets,NBCNews,Reply
4290,LeaverJoan,CHHR01,Retweet
4291,CHHR01,CHHR01,Tweet
4292,pixiedust5135,Cernovich,Retweet
4293,Cernovich,Cernovich,Tweet
4294,LiuZhongjing,ForeignPolicy,Retweet
4295,ForeignPolicy,ForeignPolicy,Tweet
4296,sam2stu,Jereme45,Retweet
4297,Jereme45,Jereme45,Tweet
4298,annthenet,Cernovich,Retweet
4299,Cernovich,Cernovich,Tweet
4300,CHHR01,CHHR01,Tweet
4301,AngelStarFlwr34,Jereme45,Retweet
4302,Jereme45,Jereme45,Tweet
4303,TommyD07868371,HawleyMO,Retweet
4304,HawleyMO,HawleyMO,Tweet
4305,lindastein22,graywolf442,Retweet
4306,graywolf442,graywolf442,Tweet
4307,KatWroblewski,votevets,Retweet
4308,votevets,votevets,Tweet
4309,TiaKTx,CoryMillsFL,Retweet
4310,CoryMillsFL,CoryMillsFL,Tweet
4311,ShawnMidkiff5,bennyjohnson,Retweet
4312,bennyjohnson,bennyjohnson,Tweet
4313,DebbieOsborne2,mikepompeo,Retweet
4314,mikepompeo,mikepompeo,Tweet
4315,PatrickLizzy3,DCgayLeo,Reply
4316,PatrickLizzy3,ClistonBrown,Reply
4317,PatrickLizzy3,reesetheone1,Reply
4318,elizabe61988064,mikepompeo,Retweet
4319,mikepompeo,mikepompeo,Tweet
4320,Dasadoesit,Cernovich,Retweet
4321,Cernovich,Cernovich,Tweet
4322,PeterGFraz,Cernovich,Retweet
4323,Cernovich,Cernovich,Tweet
4324,GordonF58493492,Cernovich,Retweet
4325,Cernovich,Cernovich,Tweet
4326,bot_whisperer,Cernovich,Retweet
4327,Cernovich,Cernovich,Tweet
4328,KarenLamontagn5,aspiringinvntor,Reply
4329,valwayne,Patriot_1952,Retweet
4330,Patriot_1952,Patriot_1952,Tweet
4331,BarrettZlh,RepLeeZeldin,Retweet
4332,RepLeeZeldin,RepLeeZeldin,Tweet
4333,pfeiffer_mr,Cernovich,Retweet
4334,Cernovich,Cernovich,Tweet
4335,GRANNA80188211,Jereme45,Retweet
4336,Jereme45,Jereme45,Tweet
4337,crps21956,RepLeeZeldin,Retweet
4338,RepLeeZeldin,RepLeeZeldin,Tweet
4339,Cadieux1Cathey,mikepompeo,Retweet
4340,mikepompeo,mikepompeo,Tweet
4341,Cadieux1Cathey,CoryMillsFL,Retweet
4342,CoryMillsFL,CoryMillsFL,Tweet
4343,crazydaysaheads,RepLeeZeldin,Retweet
4344,RepLeeZeldin,RepLeeZeldin,Tweet
4345,hydroflame,Cernovich,Retweet
4346,Cernovich,Cernovich,Tweet
4347,tammifisher,tammifisher,Tweet
4348,radioworldsv,mikepompeo,Retweet
4349,mikepompeo,mikepompeo,Tweet
4350,SeeBaloney,Cernovich,Retweet
4351,Cernovich,Cernovich,Tweet
4352,HabberSmee,sealcat79,Reply
4353,HabberSmee,RyannMcEnany,Reply
4354,oregonfugative,HawleyMO,Retweet
4355,HawleyMO,HawleyMO,Tweet
4356,xepllc,NatalieJHarp,Retweet
4357,NatalieJHarp,NatalieJHarp,Tweet
4358,rspellmann,HawleyMO,Retweet
4359,HawleyMO,HawleyMO,Tweet
4360,Frustratedlady3,CoryMillsFL,Retweet
4361,CoryMillsFL,CoryMillsFL,Tweet
4362,DennisWinchell1,Cernovich,Retweet
4363,Cernovich,Cernovich,Tweet
4364,lowflyer82,HawleyMO,Retweet
4365,HawleyMO,HawleyMO,Tweet
4366,KarenLamontagn5,45rapeKatiejohn,Reply
4367,IvaMonkich,Cernovich,Retweet
4368,Cernovich,Cernovich,Tweet
4369,kkds36,mikepompeo,Retweet
4370,mikepompeo,mikepompeo,Tweet
4371,stockhunterOTC,theMRC,Retweet
4372,theMRC,theMRC,Tweet
4373,LindaKost53,LindaKost53,Tweet
4374,thevulcan100,Cernovich,Retweet
4375,Cernovich,Cernovich,Tweet
4376,jetzz21,Cernovich,Retweet
4377,Cernovich,Cernovich,Tweet
4378,MyNameisDawn2,Cernovich,Retweet
4379,Cernovich,Cernovich,Tweet
4380,ja_jenner,PolitiFact,Retweet
4381,PolitiFact,PolitiFact,Tweet
4382,savta53,RepLeeZeldin,Retweet
4383,RepLeeZeldin,RepLeeZeldin,Tweet
4384,capitaine_jan,TheLiz777,Retweet
4385,TheLiz777,TheLiz777,Tweet
4386,Allen51066922,Cernovich,Retweet
4387,Cernovich,Cernovich,Tweet
4388,JamesSager,PittsburghPG,Reply
4389,SpiralSpool20,Cernovich,Retweet
4390,Cernovich,Cernovich,Tweet
4391,buford1313,Cernovich,Retweet
4392,Cernovich,Cernovich,Tweet
4393,lbrownhd9,lbrownhd9,Tweet
4394,Brian84586585,Jereme45,Retweet
4395,Jereme45,Jereme45,Tweet
4396,mikelfabrizio,Jereme45,Retweet
4397,Jereme45,Jereme45,Tweet
4398,rebels2008,GBmountainOkie,Retweet
4399,GBmountainOkie,GBmountainOkie,Tweet
4400,Toledoteaparty,theMRC,Retweet
4401,theMRC,theMRC,Tweet
4402,tjssmith,Jereme45,Retweet
4403,Jereme45,Jereme45,Tweet
4404,LeoStrauss3rd,ForeignPolicy,Retweet
4405,ForeignPolicy,ForeignPolicy,Tweet
4406,WonderKaylee,Cernovich,Retweet
4407,Cernovich,Cernovich,Tweet
4408,udhrdh,Cernovich,Retweet
4409,Cernovich,Cernovich,Tweet
4410,Leo_Mini_Dachy,Cernovich,Retweet
4411,Cernovich,Cernovich,Tweet
4412,Wave68164044,Jereme45,Retweet
4413,Jereme45,Jereme45,Tweet
4414,CosnerKathy,RepLeeZeldin,Retweet
4415,RepLeeZeldin,RepLeeZeldin,Tweet
4416,Lillib07,Cernovich,Retweet
4417,Cernovich,Cernovich,Tweet
4418,JamesSager,newsmax,Reply
4419,lourdesalom,NatalieJHarp,Retweet
4420,NatalieJHarp,NatalieJHarp,Tweet
4421,TheRealDougGoin,Cernovich,Retweet
4422,Cernovich,Cernovich,Tweet
4423,CATZPRIDE,OnlinePatriots,Retweet
4424,OnlinePatriots,OnlinePatriots,Tweet
4425,Baz2077,Baz2077,Tweet
4426,jeaner08,Cernovich,Retweet
4427,Cernovich,Cernovich,Tweet
4428,lady_devildog1,Cernovich,Retweet
4429,Cernovich,Cernovich,Tweet
4430,pico87mn,Cernovich,Retweet
4431,Cernovich,Cernovich,Tweet
4432,Elmer76574560,STEPHMHAMILL,Retweet
4433,STEPHMHAMILL,STEPHMHAMILL,Tweet
4434,ssnaqi,mehdirhasan,Retweet
4435,mehdirhasan,mehdirhasan,Tweet
4436,NewellMartell,NewellMartell,Tweet
4437,BlueSquarePeru,Cernovich,Retweet
4438,Cernovich,Cernovich,Tweet
4439,LoFreehk,mikepompeo,Retweet
4440,mikepompeo,mikepompeo,Tweet
4441,GordonF58493492,Cernovich,Retweet
4442,Cernovich,Cernovich,Tweet
4443,bot_whisperer,Cernovich,Retweet
4444,Cernovich,Cernovich,Tweet
4445,KarenLamontagn5,aspiringinvntor,Reply
4446,valwayne,Patriot_1952,Retweet
4447,Patriot_1952,Patriot_1952,Tweet
4448,BarrettZlh,RepLeeZeldin,Retweet
4449,RepLeeZeldin,RepLeeZeldin,Tweet
4450,pfeiffer_mr,Cernovich,Retweet
4451,Cernovich,Cernovich,Tweet
4452,GRANNA80188211,Jereme45,Retweet
4453,Jereme45,Jereme45,Tweet
4454,crps21956,RepLeeZeldin,Retweet
4455,RepLeeZeldin,RepLeeZeldin,Tweet
4456,Cadieux1Cathey,mikepompeo,Retweet
4457,mikepompeo,mikepompeo,Tweet
4458,Cadieux1Cathey,CoryMillsFL,Retweet
4459,CoryMillsFL,CoryMillsFL,Tweet
4460,crazydaysaheads,RepLeeZeldin,Retweet
4461,RepLeeZeldin,RepLeeZeldin,Tweet
4462,hydroflame,Cernovich,Retweet
4463,Cernovich,Cernovich,Tweet
4464,tammifisher,tammifisher,Tweet
4465,radioworldsv,mikepompeo,Retweet
4466,mikepompeo,mikepompeo,Tweet
4467,SeeBaloney,Cernovich,Retweet
4468,Cernovich,Cernovich,Tweet
4469,HabberSmee,sealcat79,Reply
4470,HabberSmee,RyannMcEnany,Reply
4471,oregonfugative,HawleyMO,Retweet
4472,HawleyMO,HawleyMO,Tweet
4473,xepllc,NatalieJHarp,Retweet
4474,NatalieJHarp,NatalieJHarp,Tweet
4475,rspellmann,HawleyMO,Retweet
4476,HawleyMO,HawleyMO,Tweet
4477,Frustratedlady3,CoryMillsFL,Retweet
4478,CoryMillsFL,CoryMillsFL,Tweet
4479,DennisWinchell1,Cernovich,Retweet
4480,Cernovich,Cernovich,Tweet
4481,lowflyer82,HawleyMO,Retweet
4482,HawleyMO,HawleyMO,Tweet
4483,KarenLamontagn5,45rapeKatiejohn,Reply
4484,IvaMonkich,Cernovich,Retweet
4485,Cernovich,Cernovich,Tweet
4486,kkds36,mikepompeo,Retweet
4487,mikepompeo,mikepompeo,Tweet
4488,stockhunterOTC,theMRC,Retweet
4489,theMRC,theMRC,Tweet
4490,LindaKost53,LindaKost53,Tweet
4491,thevulcan100,Cernovich,Retweet
4492,Cernovich,Cernovich,Tweet
4493,jetzz21,Cernovich,Retweet
4494,Cernovich,Cernovich,Tweet
4495,MyNameisDawn2,Cernovich,Retweet
4496,Cernovich,Cernovich,Tweet
4497,ja_jenner,PolitiFact,Retweet
4498,PolitiFact,PolitiFact,Tweet
4499,savta53,RepLeeZeldin,Retweet
4500,RepLeeZeldin,RepLeeZeldin,Tweet
4501,capitaine_jan,TheLiz777,Retweet
4502,TheLiz777,TheLiz777,Tweet
4503,Allen51066922,Cernovich,Retweet
4504,Cernovich,Cernovich,Tweet
4505,JamesSager,PittsburghPG,Reply
4506,SpiralSpool20,Cernovich,Retweet
4507,Cernovich,Cernovich,Tweet
4508,buford1313,Cernovich,Retweet
4509,Cernovich,Cernovich,Tweet
4510,lbrownhd9,lbrownhd9,Tweet
4511,Brian84586585,Jereme45,Retweet
4512,Jereme45,Jereme45,Tweet
4513,mikelfabrizio,Jereme45,Retweet
4514,Jereme45,Jereme45,Tweet
4515,rebels2008,GBmountainOkie,Retweet
4516,GBmountainOkie,GBmountainOkie,Tweet
4517,Toledoteaparty,theMRC,Retweet
4518,theMRC,theMRC,Tweet
4519,tjssmith,Jereme45,Retweet
4520,Jereme45,Jereme45,Tweet
4521,LeoStrauss3rd,ForeignPolicy,Retweet
4522,ForeignPolicy,ForeignPolicy,Tweet
4523,WonderKaylee,Cernovich,Retweet
4524,Cernovich,Cernovich,Tweet
4525,udhrdh,Cernovich,Retweet
4526,Cernovich,Cernovich,Tweet
4527,Leo_Mini_Dachy,Cernovich,Retweet
4528,Cernovich,Cernovich,Tweet
4529,Wave68164044,Jereme45,Retweet
4530,Jereme45,Jereme45,Tweet
4531,CosnerKathy,RepLeeZeldin,Retweet
4532,RepLeeZeldin,RepLeeZeldin,Tweet
4533,Lillib07,Cernovich,Retweet
4534,Cernovich,Cernovich,Tweet
4535,JamesSager,newsmax,Reply
4536,lourdesalom,NatalieJHarp,Retweet
4537,NatalieJHarp,NatalieJHarp,Tweet
4538,TheRealDougGoin,Cernovich,Retweet
4539,Cernovich,Cernovich,Tweet
4540,CATZPRIDE,OnlinePatriots,Retweet
4541,OnlinePatriots,OnlinePatriots,Tweet
4542,Baz2077,Baz2077,Tweet
4543,jeaner08,Cernovich,Retweet
4544,Cernovich,Cernovich,Tweet
4545,lady_devildog1,Cernovich,Retweet
4546,Cernovich,Cernovich,Tweet
4547,pico87mn,Cernovich,Retweet
4548,Cernovich,Cernovich,Tweet
4549,Elmer76574560,STEPHMHAMILL,Retweet
4550,STEPHMHAMILL,STEPHMHAMILL,Tweet
4551,ssnaqi,mehdirhasan,Retweet
4552,mehdirhasan,mehdirhasan,Tweet
4553,NewellMartell,NewellMartell,Tweet
4554,BlueSquarePeru,Cernovich,Retweet
4555,Cernovich,Cernovich,Tweet
4556,LoFreehk,mikepompeo,Retweet
4557,mikepompeo,mikepompeo,Tweet
4558,Dbax1fan,Cernovich,Retweet
4559,Cernovich,Cernovich,Tweet
4560,sjcheatwood,sjcheatwood,Tweet
4561,kenmamimami,NikkiHaley,Retweet
4562,NikkiHaley,NikkiHaley,Tweet
4563,Jay03802294,ChickletOff,Reply
4564,buckeyesavage,Cernovich,Retweet
4565,Cernovich,Cernovich,Tweet
4566,phalanx2628,mikepompeo,Retweet
4567,mikepompeo,mikepompeo,Tweet
4568,firemanaline24,theMRC,Retweet
4569,theMRC,theMRC,Tweet
4570,AussieDazzie,Cernovich,Retweet
4571,Cernovich,Cernovich,Tweet
4572,BrettWa05579406,Jereme45,Retweet
4573,Jereme45,Jereme45,Tweet
4574,Higgy_59,Jereme45,Retweet
4575,Jereme45,Jereme45,Tweet
4576,cloudwanderer3,OHPredictive,Retweet
4577,OHPredictive,OHPredictive,Tweet
4578,UmbrellaTodd,Jereme45,Retweet
4579,Jereme45,Jereme45,Tweet
4580,rachaelmilla,Cernovich,Retweet
4581,Cernovich,Cernovich,Tweet
4582,allysdad,allysdad,Tweet
4583,Gert29929967,Cernovich,Retweet
4584,Cernovich,Cernovich,Tweet
4585,casatembella,Cernovich,Retweet
4586,Cernovich,Cernovich,Tweet
4587,Bsualum1990,RNCResearch,Retweet
4588,RNCResearch,RNCResearch,Tweet
4589,oceanblue240,bennyjohnson,Retweet
4590,bennyjohnson,bennyjohnson,Tweet
4591,Dakota1711,mikepompeo,Retweet
4592,mikepompeo,mikepompeo,Tweet
4593,stockguitar,Cernovich,Retweet
4594,Cernovich,Cernovich,Tweet
4595,Dakota1711,CoryMillsFL,Retweet
4596,CoryMillsFL,CoryMillsFL,Tweet
4597,TXJBJana,Jereme45,Retweet
4598,Jereme45,Jereme45,Tweet
4599,michaelgwaltz,ForeignPolicy,Retweet
4600,ForeignPolicy,ForeignPolicy,Tweet
4601,Curlycot,HawleyMO,Retweet
4602,HawleyMO,HawleyMO,Tweet
4603,Sob916,Cernovich,Retweet
4604,Cernovich,Cernovich,Tweet
4605,harry1_angel,Cernovich,Retweet
4606,Cernovich,Cernovich,Tweet
4607,America35032316,Jereme45,Retweet
4608,Jereme45,Jereme45,Tweet
4609,papa_gege,Jereme45,Retweet
4610,Jereme45,Jereme45,Tweet
4611,joshuaprichards,Cernovich,Retweet
4612,Cernovich,Cernovich,Tweet
4613,CitizenMargaret,HawleyMO,Retweet
4614,HawleyMO,HawleyMO,Tweet
4615,DanielLacinski,Bognet4congress,Retweet
4616,Bognet4congress,Bognet4congress,Tweet
4617,smariebridget,anaious,Retweet
4618,anaious,anaious,Tweet
4619,glighthouse69,HawleyMO,Retweet
4620,HawleyMO,HawleyMO,Tweet
4621,21stcenturycrim,Jereme45,Retweet
4622,Jereme45,Jereme45,Tweet
4623,Angela86342807,Jereme45,Retweet
4624,Jereme45,Jereme45,Tweet
4625,JAM33934684,Schock57867600,Retweet
4626,Schock57867600,Schock57867600,Tweet
4627,jlusrey,Jereme45,Retweet
4628,Jereme45,Jereme45,Tweet
4629,jcdaley,Cernovich,Retweet
4630,Cernovich,Cernovich,Tweet
4631,DAmandart101,BobRmhenry1,Retweet
4632,BobRmhenry1,BobRmhenry1,Tweet
4633,trishfusillo,Jereme45,Retweet
4634,Jereme45,Jereme45,Tweet
4635,Kaayn307Ken1,Kaayn307Ken1,Tweet
4636,WilliamQ45A,Jereme45,Retweet
4637,Jereme45,Jereme45,Tweet
4638,DonnaFischer14,Cernovich,Retweet
4639,Cernovich,Cernovich,Tweet
4640,MidwestMidwit,Cernovich,Retweet
4641,Cernovich,Cernovich,Tweet
4642,InYourDreams64,HawleyMO,Retweet
4643,HawleyMO,HawleyMO,Tweet
4644,RoxieRoLo,Cernovich,Retweet
4645,Cernovich,Cernovich,Tweet
4646,MamaFrann,Cernovich,Retweet
4647,Cernovich,Cernovich,Tweet
4648,jsabin1204,Cernovich,Retweet
4649,Cernovich,Cernovich,Tweet
4650,Sob916,Cernovich,Retweet
